deviation_load,deviation_T_in,deviation_T_amb_input,deviation_eta_gross
0.01755899999999999,7.289367999999968,11.68041999999997,-0.001843000000000039
-0.245112,46.61895299999992,41.304483000000005,0.008836000000000066
0.12223899999999999,34.62910599999998,32.130897000000004,0.02047199999999999
-0.3407579999999999,44.80124000000001,-21.15686000000005,0.09488199999999997
-0.3654059999999999,-17.099873000000116,16.844308999999953,-0.015508999999999995
-0.012456000000000023,32.264993000000004,16.345711999999992,0.004960999999999993
0.142274,18.08423499999992,26.022905999999978,0.010437999999999947
-0.3857569999999999,6.484410999999909,28.33364499999999,-0.00766
-0.15177299999999994,21.021273000000065,34.747897999999964,-0.000508000000000064
-0.12335099999999999,-3.075099000000023,17.622484999999983,-0.008498000000000006
-0.09212900000000013,15.409455000000094,-24.89778700000005,0.09766500000000006
0.052795999999999954,33.917802999999935,-1.7027259999999842,0.015073999999999976
0.471164,-19.167002000000025,-14.36497700000001,0.08474800000000005
-0.11715300000000006,38.19100500000002,1.9856299999999578,0.006063000000000041
-0.42395499999999986,14.34971199999984,41.978610999999944,-0.005213000000000023
-0.13638400000000006,16.379134999999906,40.36935399999999,-0.0016050000000000786
0.546568,-11.569623000000092,36.041696,0.07241100000000006
0.38490500000000005,-17.359052999999903,0.4993249999999989,0.025898000000000032
0.21309299999999998,-19.54657899999995,8.869328999999993,0.0011160000000000059
-0.46714500000000014,-6.766817999999944,24.80068399999999,-0.012843000000000049
0.18951800000000008,10.249840999999947,25.81012499999997,0.014048000000000005
-0.034208000000000016,28.27956999999992,44.26623399999997,0.004365999999999981
0.024834000000000023,-1.7696599999999307,23.141083999999978,-0.001543000000000072
-0.411424,41.40821099999994,13.038569999999993,0.005002000000000062
-0.4818990000000001,44.31794000000002,27.888265999999987,0.005481000000000069
0.12516000000000005,-13.103719999999953,-15.323714999999993,0.05176599999999998
-0.400525,-18.775841000000014,-10.285785000000033,0.015381000000000034
-0.4325969999999999,27.47448699999984,39.91671299999996,-0.0004930000000000767
0.521501,40.257352999999966,-21.46091100000001,0.171736
