P_net,T_in_ref_blk,p_high,PR,pinch_PHX,dTemp_HTF_PHX,load,T_HTF_in,T_amb_input,eta_gross,eta_Q,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,943.150000,308.150000,0.461408,0.766901,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,944.272449,308.150000,0.460801,0.775086,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,945.394898,308.150000,0.461771,0.779966,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,946.517347,308.150000,0.462457,0.786674,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,947.639796,308.150000,0.462440,0.790551,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,948.762245,308.150000,0.462811,0.796153,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,949.884694,308.150000,0.463032,0.801684,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,951.007143,308.150000,0.463154,0.807376,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,952.129592,308.150000,0.463779,0.812701,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,953.252041,308.150000,0.463990,0.817902,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,954.374490,308.150000,0.464214,0.823795,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,955.496939,308.150000,0.464444,0.829488,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,956.619388,308.150000,0.464677,0.835020,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,957.741837,308.150000,0.464929,0.840411,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,958.864286,308.150000,0.465374,0.842283,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,959.986735,308.150000,0.465642,0.847513,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,961.109184,308.150000,0.465742,0.856078,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,962.231633,308.150000,0.465916,0.861302,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,963.354082,308.150000,0.466329,0.863017,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,964.476531,308.150000,0.466808,0.868412,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,965.598980,308.150000,0.467075,0.873573,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,966.721429,308.150000,0.467007,0.877311,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,967.843878,308.150000,0.467592,0.883848,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,968.966327,308.150000,0.467742,0.889234,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,970.088776,308.150000,0.467851,0.894267,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,971.211224,308.150000,0.467979,0.899684,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,972.333673,308.150000,0.468100,0.904912,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,973.456122,308.150000,0.468354,0.909800,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,974.578571,308.150000,0.468320,0.915342,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,975.701020,308.150000,0.468436,0.920534,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,976.823469,308.150000,0.468555,0.925688,
37000000.000000,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.000000,977.945918,308.150000,0.469014,0.930619,
