Epochs_needed
500
505
502
926
647
545
500
670
821
500
503
500
1070
500
506
988
505
501
500
795
500
1220
506
674
502
558
500
519
500
500
500
572
529
640
503
540
1020
834
500
500
2082
512
523
612
500
582
500
506
500
500
531
548
500
677
794
506
683
502
500
500
500
679
1177
500
871
520
500
586
500
500
532
741
502
506
532
590
524
667
500
500
901
500
500
508
500
985
500
653
508
684
739
500
514
502
683
1330
500
629
500
504
500
508
503
678
506
502
626
509
512
511
500
500
500
502
502
838
500
502
698
500
500
683
500
1015
516
500
857
500
502
500
1022
500
500
500
627
500
505
500
760
500
506
622
500
658
500
513
512
505
1045
539
509
511
505
509
619
551
522
891
502
558
566
1036
505
607
774
500
511
500
695
672
500
500
500
504
689
578
500
512
500
502
505
502
563
500
500
526
646
500
504
500
789
754
500
500
500
525
659
500
547
515
500
568
500
668
1418
500
1052
500
652
624
500
502
514
500
500
500
504
500
500
500
602
738
500
500
500
1069
500
500
647
579
516
537
584
577
730
516
500
500
500
500
500
502
500
722
802
500
500
733
503
500
500
514
517
500
506
513
506
547
502
501
736
649
955
622
500
500
1261
506
506
724
568
549
535
1008
500
675
500
532
779
530
500
532
502
502
506
526
504
500
508
689
500
505
658
539
500
500
559
566
500
502
502
538
823
636
500
500
781
574
625
917
500
738
500
564
947
646
926
687
761
500
518
500
500
500
500
500
734
641
520
676
535
853
603
502
624
751
512
500
510
619
500
501
610
977
1050
505
500
643
506
500
500
504
528
1279
680
500
500
514
564
549
589
502
500
500
500
793
627
500
500
648
502
748
500
590
500
609
710
610
501
620
513
622
1096
500
684
500
500
590
500
560
578
500
542
609
507
949
513
688
526
1408
