0,1,2,3,4
563.15,550085.824180434,841914.080184988,1060392.17804298,1234734.72511476
588.15,558526.113609981,850933.88316273,1068861.85370657,1242312.72170198
613.15,555882.224832969,842066.033150328,1053154.90555387,1219819.20245034
638.15,548950.202156825,826724.561770473,1029416.48285097,1188116.11555886
663.15,537702.343631687,805270.862106881,998758.140974067,1149213.896184
688.15,521297.85638202,776551.516297276,959525.041551783,1100851.54590903
713.15,500313.842563068,741633.286040979,913521.331105248,1045654.93064981
738.15,476011.417404682,702450.247589699,862702.698881601,985277.265883507
763.15,449096.946334911,659973.17541975,808434.275583527,921720.335857973
788.15,422304.690803348,617927.465217162,755191.529360385,859499.523656463
813.15,395575.793765312,576270.848641073,702497.439029545,798090.790059294
838.15,370260.529611173,536731.368659296,652368.060378569,739566.936137564
