6.559891626238822937e-03,6.097000000000019071e-03
6.204961333423852921e-03,6.155000000000021565e-03
5.859350319951772690e-03,5.767999999999939842e-03
5.630217026919126511e-03,5.585999999999979870e-03
5.403206218034029007e-03,5.251999999999978908e-03
5.151489283889532089e-03,5.123999999999961918e-03
4.907283000648021698e-03,5.042999999999964178e-03
4.656908102333545685e-03,4.742000000000023974e-03
4.406535066664218903e-03,4.322000000000048026e-03
4.158023744821548462e-03,4.836999999999980204e-03
3.944152500480413437e-03,3.767999999999938066e-03
3.706716233864426613e-03,3.552999999999972847e-03
3.459884086623787880e-03,3.376999999999963364e-03
3.220795653760433197e-03,3.205999999999931127e-03
2.981707453727722168e-03,3.080999999999944894e-03
2.731204032897949219e-03,2.961999999999964661e-03
2.504710806533694267e-03,2.315999999999984738e-03
2.385361120104789734e-03,2.070999999999989516e-03
2.171224914491176605e-03,1.965999999999967773e-03
1.935848733410239220e-03,1.722000000000001307e-03
1.797999022528529167e-03,1.863000000000003542e-03
1.818905118852853775e-03,1.454000000000010839e-03
1.926686614751815796e-03,1.805999999999974293e-03
1.923137810081243515e-03,1.672000000000006814e-03
1.877530128695070744e-03,1.613000000000031076e-03
1.752225798554718494e-03,1.593999999999984318e-03
1.526105101220309734e-03,1.136999999999999122e-03
1.317505259066820145e-03,1.068999999999986628e-03
1.115328283049166203e-03,9.389999999999676383e-04
9.198184125125408173e-04,7.789999999999741576e-04
7.625926518812775612e-04,7.079999999999864180e-04
6.629214040003716946e-04,1.039999999999929869e-04
5.455740611068904400e-04,3.700000000000924771e-05
4.244686861056834459e-04,7.799999999996698463e-05
3.655537730082869530e-04,2.319999999999544649e-04
3.751486365217715502e-04,1.899999999993573496e-05
1.507361448602750897e-04,-1.320000000000765006e-04
4.197943053441122174e-05,-6.500000000003725020e-05
-2.591743032098747790e-05,-1.990000000000047287e-04
-3.256797572248615324e-05,-2.750000000000252243e-04
5.377317575039342046e-05,-2.470000000000527329e-04
1.617232737771701068e-05,-5.409999999999581810e-04
-8.879325469024479389e-05,-1.829999999999887272e-04
-1.497579796705394983e-04,4.599999999999049294e-05
-9.374803630635142326e-05,1.550000000000162359e-04
-7.306641200557351112e-04,-1.619999999999954809e-04
-2.050855662673711777e-03,-3.572000000000019604e-03
-1.882840297184884548e-03,-9.390000000000231495e-04
-1.734271412715315819e-03,-1.344999999999985096e-03
-1.823233906179666519e-03,-1.778999999999975046e-03
4.164213687181472778e-02,4.147200000000000886e-02
3.842762485146522522e-02,3.816199999999997372e-02
3.520878404378890991e-02,3.438000000000002165e-02
3.189674392342567444e-02,3.132600000000002050e-02
2.879162877798080444e-02,2.855199999999996630e-02
2.586062252521514893e-02,2.572799999999997311e-02
2.346307598054409027e-02,2.318300000000000916e-02
2.106631174683570862e-02,2.083499999999993690e-02
1.888880878686904907e-02,1.884500000000000064e-02
1.715808361768722534e-02,1.681300000000002237e-02
1.566334627568721771e-02,1.466200000000000836e-02
1.419375371187925339e-02,1.473400000000002485e-02
1.289445348083972931e-02,1.305100000000003480e-02
1.165618933737277985e-02,1.149099999999997346e-02
1.043748855590820312e-02,1.025999999999993584e-02
9.363485500216484070e-03,9.873999999999993893e-03
8.166069164872169495e-03,7.263000000000019440e-03
6.981363054364919662e-03,6.170999999999982055e-03
5.929555743932723999e-03,5.451000000000039147e-03
4.966050852090120316e-03,4.170000000000007034e-03
3.960637841373682022e-03,3.466999999999997861e-03
2.949597546830773354e-03,3.088000000000035161e-03
