Epochs_needed
500
506
502
696
842
655
501
811
500
500
506
500
504
500
503
758
500
504
500
552
500
618
506
685
503
555
500
527
500
500
500
501
947
610
500
621
722
1248
500
500
500
538
589
932
500
1151
500
505
997
500
878
562
500
520
501
501
758
500
500
500
500
634
500
500
500
502
500
586
500
500
544
1079
501
505
718
501
500
518
500
500
814
500
500
505
500
561
516
500
505
723
500
500
507
503
1419
550
500
502
501
509
500
578
1082
500
504
502
500
512
531
501
501
500
500
503
502
501
577
549
1315
500
500
503
500
1059
535
500
717
500
501
500
744
500
500
509
933
500
503
500
549
500
509
529
500
521
500
500
502
505
992
969
554
513
501
697
715
619
500
823
503
837
518
653
503
500
500
500
512
500
580
589
500
501
500
507
513
965
500
501
501
503
506
503
521
500
500
500
500
501
506
500
549
1100
501
883
501
512
799
500
502
504
500
758
501
790
1155
522
501
500
677
500
501
691
511
835
684
500
501
500
500
522
501
986
536
1192
745
567
629
727
678
674
663
500
500
562
720
502
500
501
500
626
506
504
527
512
626
500
500
777
791
728
500
500
737
500
991
516
505
500
500
501
500
1023
1113
624
500
501
1003
544
502
691
1416
500
500
500
552
500
500
506
500
528
501
500
502
506
502
1274
500
501
500
906
538
500
571
500
500
500
984
717
500
503
607
500
672
500
500
500
690
863
500
500
501
503
720
500
882
500
503
530
513
779
507
784
500
500
594
500
500
557
500
513
500
787
500
503
942
500
532
878
500
503
500
513
500
500
1274
503
549
502
501
855
500
623
500
501
501
500
500
518
500
846
556
500
500
613
611
500
503
500
500
538
667
500
500
543
584
500
503
552
500
564
536
500
500
501
500
605
500
557
500
500
500
501
500
908
502
910
532
500
512
636
