Epochs_needed
500
605
755
503
536
500
501
1509
500
500
552
501
506
500
595
500
558
504
500
1044
500
500
563
508
556
644
500
573
500
500
502
501
707
607
500
606
954
1119
500
500
500
501
558
847
500
726
500
614
500
500
505
977
500
503
501
558
500
500
500
500
500
500
500
500
501
535
500
613
500
500
611
1604
627
577
917
501
500
633
500
500
500
500
500
616
500
501
500
500
645
731
500
500
673
553
1707
500
500
500
500
505
500
500
506
500
505
543
809
707
673
587
502
500
500
539
556
500
500
539
548
500
500
539
500
913
781
500
505
500
534
500
506
502
500
512
634
501
567
501
508
500
635
629
500
500
527
500
584
673
851
501
570
500
643
502
1171
843
500
1176
545
684
559
500
563
500
500
500
549
500
500
539
500
501
500
584
598
1260
500
500
501
536
603
532
568
500
500
500
501
592
595
500
500
1133
539
814
509
500
501
500
592
500
500
1778
1749
1388
1284
500
654
3093
1239
500
1387
500
668
500
500
1485
543
500
500
1308
2925
833
502
1472
500
1284
500
1299
558
500
500
1012
715
500
1213
500
500
558
501
529
500
627
2075
1897
558
535
1191
893
500
580
953
500
603
1000
979
500
2216
1000
627
505
500
698
565
500
1644
1876
1310
669
1440
821
548
1468
1557
1233
500
1660
741
2450
502
1499
500
500
543
1452
648
