7.500000000000001137e+02,4.500000000000000111e-01,-5.000000000000000000e+00
7.775000000000001137e+02,4.500000000000000111e-01,-5.000000000000000000e+00
8.050000000000001137e+02,4.500000000000000111e-01,-5.000000000000000000e+00
7.500000000000001137e+02,8.500000000000000888e-01,-5.000000000000000000e+00
7.775000000000001137e+02,8.500000000000000888e-01,-5.000000000000000000e+00
8.050000000000001137e+02,8.500000000000000888e-01,-5.000000000000000000e+00
7.500000000000001137e+02,1.250000000000000000e+00,-5.000000000000000000e+00
7.775000000000001137e+02,1.250000000000000000e+00,-5.000000000000000000e+00
8.050000000000001137e+02,1.250000000000000000e+00,-5.000000000000000000e+00
7.500000000000001137e+02,4.500000000000000111e-01,1.000000000000000000e+01
7.775000000000001137e+02,4.500000000000000111e-01,1.000000000000000000e+01
8.050000000000001137e+02,4.500000000000000111e-01,1.000000000000000000e+01
7.500000000000001137e+02,8.500000000000000888e-01,1.000000000000000000e+01
7.775000000000001137e+02,8.500000000000000888e-01,1.000000000000000000e+01
8.050000000000001137e+02,8.500000000000000888e-01,1.000000000000000000e+01
7.500000000000001137e+02,1.250000000000000000e+00,1.000000000000000000e+01
7.775000000000001137e+02,1.250000000000000000e+00,1.000000000000000000e+01
8.050000000000001137e+02,1.250000000000000000e+00,1.000000000000000000e+01
7.500000000000001137e+02,4.500000000000000111e-01,3.000000000000000000e+01
7.775000000000001137e+02,4.500000000000000111e-01,3.000000000000000000e+01
8.050000000000001137e+02,4.500000000000000111e-01,3.000000000000000000e+01
7.500000000000001137e+02,8.500000000000000888e-01,3.000000000000000000e+01
7.775000000000001137e+02,8.500000000000000888e-01,3.000000000000000000e+01
8.050000000000001137e+02,8.500000000000000888e-01,3.000000000000000000e+01
7.500000000000001137e+02,1.250000000000000000e+00,3.000000000000000000e+01
7.775000000000001137e+02,1.250000000000000000e+00,3.000000000000000000e+01
8.050000000000001137e+02,1.250000000000000000e+00,3.000000000000000000e+01
8.000000000000001137e+02,1.000000000000000000e+00,3.500000000000000000e+01
