0,1,2,3,4
557.735165462226,947168.172205677,947168.172205677,947168.172205677,947168.172205677
566.595222510878,946903.410185439,946903.410185439,946903.410185439,946903.410185439
567.705899956654,946597.172741081,946597.172741081,946597.172741081,946597.172741081
570.716726428303,946573.979280014,946573.979280014,946573.979280014,946573.979280014
574.622802690195,946780.820708913,946780.820708913,946780.820708913,946780.820708913
580.700946623056,945598.046618105,945598.046618105,945598.046618105,945598.046618105
585.364143950523,945998.51488832,945998.51488832,945998.51488832,945998.51488832
591.465871340515,946673.081673203,946673.081673203,946673.081673203,946673.081673203
595.454754983347,946453.07148172,946453.07148172,946453.07148172,946453.07148172
599.402408639417,946493.483934623,946493.483934623,946493.483934623,946493.483934623
601.820742845136,947240.971880305,947240.971880305,947240.971880305,947240.971880305
602.975969407783,942288.042151251,942288.042151251,942288.042151251,942288.042151251
604.413176105443,937360.663200641,937360.663200641,937360.663200641,937360.663200641
607.080367220022,937523.391931823,937523.391931823,937523.391931823,937523.391931823
610.72379532477,937519.97684069,937519.97684069,937519.97684069,937519.97684069
614.744203808333,937501.259906072,937501.259906072,937501.259906072,937501.259906072
620.653534239017,937480.174423693,937480.174423693,937480.174423693,937480.174423693
625.500803908738,937447.802129435,937447.802129435,937447.802129435,937447.802129435
630.122630435424,937397.531107581,937397.531107581,937397.531107581,937397.531107581
634.901078848897,933386.661250151,933386.661250151,933386.661250151,933386.661250151
637.948026831512,930277.109745514,930277.109745514,930277.109745514,930277.109745514
640.012525501533,927096.578885741,927096.578885741,927096.578885741,927096.578885741
640.984181381852,922130.144178844,922130.144178844,922130.144178844,922130.144178844
642.625741787492,916269.954532499,916269.954532499,916269.954532499,916269.954532499
645.018424611402,916684.288007763,916684.288007763,916684.288007763,916684.288007763
648.226808418444,915729.123841148,915729.123841148,915729.123841148,915729.123841148
652.330250224403,909956.900616299,909956.900616299,909956.900616299,909956.900616299
657.226434711779,902447.196949264,902447.196949264,902447.196949264,902447.196949264
661.832741314125,894246.696604246,894246.696604246,894246.696604246,894246.696604246
666.689143028954,885094.587998048,885094.587998048,885094.587998048,885094.587998048
671.007936265955,876578.747422049,876578.747422049,876578.747422049,876578.747422049
674.612073029127,869054.37585464,869054.37585464,869054.37585464,869054.37585464
676.766004656482,863954.909861979,863954.909861979,863954.909861979,863954.909861979
678.113820211292,860315.36512491,860315.36512491,860315.36512491,860315.36512491
679.637415862841,856367.304984052,856367.304984052,856367.304984052,856367.304984052
681.938869701629,852063.716130399,852063.716130399,852063.716130399,852063.716130399
686.060473052357,843626.859903958,843626.859903958,843626.859903958,843626.859903958
689.276027580926,833235.330062454,833235.330062454,833235.330062454,833235.330062454
694.037831419791,822818.761379272,822818.761379272,822818.761379272,822818.761379272
698.916680016452,810872.769885183,810872.769885183,810872.769885183,810872.769885183
702.700445589705,799298.157662207,799298.157662207,799298.157662207,799298.157662207
706.872293434689,789412.150313861,789412.150313861,789412.150313861,789412.150313861
709.585995720286,780799.463161572,780799.463161572,780799.463161572,780799.463161572
711.332521867997,775582.111410973,775582.111410973,775582.111410973,775582.111410973
712.343318109449,772471.607541304,772471.607541304,772471.607541304,772471.607541304
713.475826982259,768940.13844923,768940.13844923,768940.13844923,768940.13844923
715.454565416677,763269.851035125,763269.851035125,763269.851035125,763269.851035125
718.669718949319,755013.885490039,755013.885490039,755013.885490039,755013.885490039
722.274731729893,743620.882047797,743620.882047797,743620.882047797,743620.882047797
725.824647679011,732361.456193577,732361.456193577,732361.456193577,732361.456193577
729.980391243187,719623.762734427,719623.762734427,719623.762734427,719623.762734427
733.624569109926,707834.347774069,707834.347774069,707834.347774069,707834.347774069
736.971186500358,696071.397721215,696071.397721215,696071.397721215,696071.397721215
740.065983386433,686325.015321818,686325.015321818,686325.015321818,686325.015321818
742.050169069497,677977.912434559,677977.912434559,677977.912434559,677977.912434559
744.403703126695,673082.426420033,673082.426420033,673082.426420033,673082.426420033
745.149004003165,668518.822280398,668518.822280398,668518.822280398,668518.822280398
747.490052578034,660884.328124926,660884.328124926,660884.328124926,660884.328124926
750.557470941521,650322.777581324,650322.777581324,650322.777581324,650322.777581324
753.989006543536,639181.406024989,639181.406024989,639181.406024989,639181.406024989
757.028778781814,627163.275086404,627163.275086404,627163.275086404,627163.275086404
760.655921729914,615598.025831565,615598.025831565,615598.025831565,615598.025831565
763.788724279489,604685.292275451,604685.292275451,604685.292275451,604685.292275451
766.964740568785,593676.88107921,593676.88107921,593676.88107921,593676.88107921
769.202274600165,584602.141186684,584602.141186684,584602.141186684,584602.141186684
771.093790232131,577809.248460961,577809.248460961,577809.248460961,577809.248460961
771.802310681885,573768.846405257,573768.846405257,573768.846405257,573768.846405257
773.289979170397,569387.599715408,569387.599715408,569387.599715408,569387.599715408
775.074003521831,563299.488284238,563299.488284238,563299.488284238,563299.488284238
777.412114948019,553759.805643326,553759.805643326,553759.805643326,553759.805643326
780.278762797932,543440.390390388,543440.390390388,543440.390390388,543440.390390388
782.973837039059,533497.12222315,533497.12222315,533497.12222315,533497.12222315
785.979747043832,524005.407714008,524005.407714008,524005.407714008,524005.407714008
788.10595641912,512502.227361806,512502.227361806,512502.227361806,512502.227361806
790.713108661155,502190.321840697,502190.321840697,502190.321840697,502190.321840697
793.442573202717,493633.362104492,493633.362104492,493633.362104492,493633.362104492
795.787045306837,486087.409617663,486087.409617663,486087.409617663,486087.409617663
797.217282524806,479845.81807912,479845.81807912,479845.81807912,479845.81807912
798.30186885558,475022.353026271,475022.353026271,475022.353026271,475022.353026271
800.295729941174,468108.365745566,468108.365745566,468108.365745566,468108.365745566
802.010790981486,459180.233243455,459180.233243455,459180.233243455,459180.233243455
804.913979411361,450219.520506428,450219.520506428,450219.520506428,450219.520506428
807.097673695206,441972.757300282,441972.757300282,441972.757300282,441972.757300282
809.322038999424,433573.122337128,433573.122337128,433573.122337128,433573.122337128
811.184738827565,425522.06648133,425522.06648133,425522.06648133,425522.06648133
813.356382450479,416839.813999444,416839.813999444,416839.813999444,416839.813999444
815.240187234877,408933.72783064,408933.72783064,408933.72783064,408933.72783064
816.776471233803,401349.822000265,401349.822000265,401349.822000265,401349.822000265
818.605359496862,396171.49168583,396171.49168583,396171.49168583,396171.49168583
820.297550828378,390410.603979052,390410.603979052,390410.603979052,390410.603979052
821.964945306618,383371.230245913,383371.230245913,383371.230245913,383371.230245913
823.800541067732,374725.454578787,374725.454578787,374725.454578787,374725.454578787
825.469754533024,368079.316910889,368079.316910889,368079.316910889,368079.316910889
826.937190852744,360618.074271695,360618.074271695,360618.074271695,360618.074271695
829.725889822348,352264.886053105,352264.886053105,352264.886053105,352264.886053105
831.058531735383,346458.250871037,346458.250871037,346458.250871037,346458.250871037
832.849132764176,339802.538838046,339802.538838046,339802.538838046,339802.538838046
834.20198790558,332837.386889561,332837.386889561,332837.386889561,332837.386889561
836.035832450427,326379.924036723,326379.924036723,326379.924036723,326379.924036723
838.15,320000,320000,320000,320000
