Name,Value,+/-Error
Qall (kW),29.7976,0.0
Qcos (kW),8.5888900216,0.00044943422104
Qshad (kW),0.0156998,0.00182439
Qfield_abs (kW),2.11930101784,0.000187893320561
Qblcok (kW),1.35820916056,0.015690790173
Qatm (kW),0.0,0.0
Qspil (kW),0.0,0.0
Qrefl (kW),0.0,0.0220608830449
Qabs (kW),17.7155,0.0155994
rays,100000.0,-
