hst_idx,area,sample,cos,shade,incoming,in-mat-loss,in-atm-loss,absorbed,abs-mat-loss,abs-atm-loss,vir_incoming,vir_in-mat-loss,vir_in-atm-loss,vir_absorbed,vir_abs-mat-loss,vir_abs-atm-loss,,,total,cos,shad,hst_abs,block,atm,spil,rec_refl,rec_abs
0,100.004,100000,0.711759,15.6998,17715.5,1968.39,0.0,17715.5,1968.39,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-,-,29797.46670313108,8588.851599977204,15.6998,2119.2915303153873,1360.1237728384913,-1.0,-1.0,0.0,17715.5
