Name,Value,+/-Error
Qall (kW),87.4772,0.0
Qcos (kW),0.3755396196,0.000173739341692
Qshad (kW),0.000871055,0.000871051
Qfield_abs (kW),8.71007893254,8.88208986361e-05
Qblcok (kW),2.71651039286,0.0453515457461
Qatm (kW),0.0,0.0
Qspil (kW),0.0,0.0
Qrefl (kW),0.0,0.064126806879
Qabs (kW),75.6742,0.0453445
rays,100000.0,-
