hst_idx,area,sample,cos,shade,incoming,in-mat-loss,in-atm-loss,absorbed,abs-mat-loss,abs-atm-loss,vir_incoming,vir_in-mat-loss,vir_in-atm-loss,vir_absorbed,vir_abs-mat-loss,vir_abs-atm-loss,,,total,cos,shad,hst_abs,block,atm,spil,rec_refl,rec_abs
0,100.004,100000,0.995707,0.871055,75674.2,8408.25,0.0,75674.2,8408.25,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-,-,87476.92761076399,375.53845023300903,0.871055,8710.051810553095,2718.2662949778896,-1.0,-1.0,0.0,75674.2
