Q_in_rcv,T_in_design,T_amb_design,Wspd_design,Wspd_dir,eta_rec
255.5984968329849,836.8343965765205,293.71484318413275,20.535998944538683,12.599541767542142,0.4193551318873832
1307.2725005180014,832.0608497202255,287.48955687667893,39.378159963733424,9.064898640513942,0.9027382740918986
723.8786167822061,826.8023393140626,291.4429143405464,2.0802674724771677,165.81101976718895,0.823679390616054
1234.963086895196,799.8125722803187,262.95544788902646,38.59424980843626,99.74405873291566,0.6931796394566268
1302.719882647305,827.9646798626645,295.63708303741333,29.904660135244626,323.0968422284184,0.8524651574572313
724.1268280242707,842.3977818844878,309.1988850623687,9.553771903415537,115.8298844474563,0.8044142967028021
946.2920671362017,808.685664463666,278.2300088803852,37.2648784331563,176.3407325696274,0.8637570281239496
1069.6859578246729,837.4934995564096,265.7007587237372,6.493760607164506,195.85939080445868,0.8790661297722373
1578.8707745207441,808.4551561235431,317.49171437713863,31.245130278299026,291.98225046529,0.7152640846297746
402.7668272062054,812.8237379407111,292.1907210297444,14.280592053963755,153.27442066358455,0.6792019083011057
937.2373757619961,830.185993354118,322.6727040228642,17.82346743468693,70.27966366226043,0.6618519038269953
310.42555715284954,800.2869690654021,280.04171729756774,4.795710238520679,48.434991093713066,0.4378519637125128
1281.261862152793,804.7964720229346,286.58393883738097,13.34457789609626,241.20789819637025,0.8880632751003162
668.9789785424146,803.1782853850427,306.057008199953,7.942115828237968,204.47003813547985,0.8128531258982572
512.685325421487,804.8259902212822,273.63701485266876,26.23306495598839,109.10935616646746,0.562754279810659
1390.4372779788232,794.0148935348528,259.8042579913057,39.73335294564777,147.51333044957462,0.9062441119708498
1094.1124826855316,838.4854426780843,285.8654103395912,1.2185849439309089,101.33948422886105,0.8792231369100308
1470.7494169141357,802.2864707098735,290.35611164064557,21.595002888761364,26.32581046650083,0.9043821106627904
408.0294196305681,805.7880458359632,256.49199181356244,10.41302185963258,105.10617020559789,0.5342720441746163
325.1894108979836,830.2719679082468,268.74855605663055,33.15011199729191,344.14964196007674,0.5462315333640655
1089.9203058383703,810.3554022978717,321.0744246620184,37.636724836130874,127.78000195401609,0.8727009580541656
558.6195085558222,797.2254470255125,268.8272253330233,6.6048335152180915,83.83375783436708,0.6244930136684333
845.1920298403019,837.490501946308,277.6109550489058,35.45965528374794,197.16765568688922,0.8470224201058681
1194.7951388766257,820.7909518253718,255.0442764101353,27.136424596241028,323.98509764139504,0.8366289009994564
762.5836748971803,796.6556749694167,314.7133730786411,23.93892209872142,309.74007498053487,0.6554624269868009
714.2272428424258,832.1564520616045,269.2608006107599,5.81849169499455,207.68649841639635,0.8153715855272767
400.4545218881098,821.9690832208381,271.57478165290604,19.714902908820232,179.21136939198442,0.6679805164230825
1423.8751760057544,839.9282866515443,289.15827622393135,33.71770781694121,89.847175150756,0.6920475585076256
1045.7195134085,811.5714964466232,260.1374098518137,0.02658386216028099,350.45398856259305,0.8743263848945738
996.3280939135085,834.381181738276,256.0246468687556,38.29387784357784,9.672971226816331,0.863220203334374
1075.5713638704315,839.0841236290188,317.87499321234475,0.8451491783027276,190.1161772246958,0.8886592540222542
294.39748878308035,803.9116701390374,316.7160153940176,25.64841294800089,216.93135119946797,0.5412184187455313
1292.0040701352036,828.9899128005248,310.39552082640006,24.17394605518304,50.468212076359634,0.7979108304697909
730.6620585336092,817.8415639304721,296.3559350425337,29.043474906896535,70.69890602145199,0.34131085711704806
546.7273607764888,820.3794436171357,318.8404589173063,38.73305221927977,171.69243061909665,0.7752915363152069
441.7575770437287,795.478516497636,319.20941749236613,27.23875603857962,335.8903552901051,0.6804555973489425
902.4401641038236,824.5117736551646,273.3635105449001,15.917049115374276,221.79934313409902,0.853546391200818
381.78390810438384,816.1045113362029,299.1542434501574,9.147945718149206,121.13769212498725,0.6353642792121608
