Name,Value,+/-Error
Qall (kW),76.6959,0.0
Qcos (kW),1.7996692935,0.000355150335417
Qshad (kW),0.00224771,0.0012977
Qfield_abs (kW),7.48939829965,0.000134542077089
Qblcok (kW),2.38198469685,0.039399011807
Qatm (kW),0.0,0.0
Qspil (kW),0.0,0.0
Qrefl (kW),0.0,0.0556922957717
Qabs (kW),65.0226,0.0393804
rays,100000.0,-
