Lookup table,,,Hour angle (deg),,,,
,,,1,2,3,4,5
,,,-180.0,-90.0,0.0,90.0,180.0
Declination (deg),1,-23.45,0,0,0.823003753813,0,0
,2,-11.725,0,0,0.847797600654,0,0
,3,0.0,0,0.0,0.862494776609,0.0,0
,4,11.724999999999998,0,0.594527747201,0.809936821817,0.594527747201,0
,5,23.45,0,0.610453595431,0.865073413415,0.610453595431,0
