6.200000000000000000e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.211224489795918089e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.222448979591836178e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.233673469387755404e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.244897959183673493e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.256122448979591582e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.267346938775509670e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.278571428571428896e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.289795918367346985e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.301020408163265074e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.312244897959183163e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.323469387755102389e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.334693877551020478e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.345918367346938567e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.357142857142856656e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.368367346938775881e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.379591836734693970e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.390816326530612059e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.402040816326530148e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.413265306122449374e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.424489795918367463e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.435714285714285552e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.446938775510203641e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.458163265306122867e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.469387755102040956e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.480612244897959044e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.491836734693877133e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.503061224489796359e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.514285714285714448e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.525510204081632537e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.536734693877550626e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.547959183673469852e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.559183673469387941e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.570408163265306030e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.581632653061224119e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.592857142857143344e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.604081632653061433e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.615306122448979522e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.626530612244897611e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.637755102040816837e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.648979591836734926e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.660204081632653015e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.671428571428571104e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.682653061224489193e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.693877551020408418e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.705102040816326507e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.716326530612244596e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.727551020408163822e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.738775510204081911e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.750000000000000000e+02,1.000000000000000000e+00,3.100000000000000000e+01
6.700000000000000000e+02,4.500000000000000111e-01,3.100000000000000000e+01
6.700000000000000000e+02,4.663265306122449383e-01,3.100000000000000000e+01
