deviation_load,deviation_T_in,deviation_T_amb_input,deviation_eta_gross,deviation_eta_Q
0.8979589473684211,0.06666666666666667,0.2714285714285716,0.47813053737180844,0.8954878531570141
0.8775505263157894,0.06666666666666667,0.2714285714285716,0.4420486783756735,0.8757366258517785
0.8571431578947368,0.06666666666666667,0.2714285714285716,0.41294907224634814,0.8524623232664279
0.8367347368421052,0.06666666666666667,0.2714285714285716,0.3780194456430926,0.8345643241703891
0.8163263157894736,0.06666666666666667,0.2714285714285716,0.35411177113267667,0.8133676220104828
0.7959178947368419,0.06666666666666667,0.2714285714285716,0.32498921216683957,0.7930878255419722
0.7755105263157895,0.06666666666666667,0.2714285714285716,0.30026900724391503,0.7721726673649532
0.7551021052631578,0.06666666666666667,0.2714285714285716,0.2789917277977211,0.7503535480474762
0.7346936842105263,0.06666666666666667,0.2714285714285716,0.25954149413784544,0.7304318841548988
0.7142852631578948,0.06666666666666667,0.2714285714285716,0.2415648325820105,0.7094520032231931
0.693877894736842,0.06666666666666667,0.2714285714285716,0.22439611087138142,0.6873880161504847
0.6734694736842105,0.06666666666666667,0.2714285714285716,0.21858445266666052,0.6662765322842494
0.6530610526315789,0.06666666666666667,0.2714285714285716,0.2040461260202534,0.6449266529382511
0.6326526315789474,0.06666666666666667,0.2714285714285716,0.1947594083676859,0.6243696273371656
0.6122452631578947,0.06666666666666667,0.2714285714285716,0.17807269622379918,0.6024944149656268
0.5918368421052631,0.06666666666666667,0.2714285714285716,0.1669038459772859,0.5803829645394813
0.5714284210526316,0.06666666666666667,0.2714285714285716,0.1570800319503483,0.5606716495996358
0.55102,0.06666666666666667,0.2714285714285716,0.1479907086917801,0.5398266077401943
0.5306126315789474,0.06666666666666667,0.2714285714285716,0.1441851283981673,0.5189718574675496
0.5102042105263157,0.06666666666666667,0.2714285714285716,0.133778312323837,0.5000846789373818
0.4897957894736842,0.06666666666666667,0.2714285714285716,0.12790238617688374,0.48001631013418106
0.46938736842105266,0.06666666666666667,0.2714285714285716,0.1219530109530935,0.4583654699788895
0.44897999999999993,0.06666666666666667,0.2714285714285716,0.11878551951450166,0.43348064951441745
0.4285715789473684,0.06666666666666667,0.2714285714285716,0.11155537601336757,0.41280280810458325
0.4081631578947368,0.06666666666666667,0.2714285714285716,0.11178490437848315,0.3931928921470803
0.38775473684210526,0.06666666666666667,0.2714285714285716,0.10672150864403819,0.3711785258529649
0.36734736842105253,0.06666666666666667,0.2714285714285716,0.10118069391015332,0.3500584122861048
0.346938947368421,0.06666666666666667,0.2714285714285716,0.10031307669001728,0.3287764918325277
0.3265305263157895,0.06666666666666667,0.2714285714285716,0.09983106712327493,0.3076768738046516
0.30612210526315786,0.06666666666666667,0.2714285714285716,0.10352647380163224,0.28738413278520347
0.2857147368421053,0.06666666666666667,0.2714285714285716,0.09901394614346444,0.2657214267915528
0.2653063157894736,0.06666666666666667,0.2714285714285716,0.0984034006922576,0.2476907460484061
0.2448978947368421,0.06666666666666667,0.2714285714285716,0.08487958941966052,0.27829921545234193
0.22448947368421054,0.06666666666666667,0.2714285714285716,0.07913219915717173,0.276801962393922
0.20408210526315787,0.06666666666666667,0.2714285714285716,0.08203343769223,0.2416629001619148
0.18367368421052632,0.06666666666666667,0.2714285714285716,0.07647885125643832,0.24003188674380885
0.1632652631578948,0.06666666666666667,0.2714285714285716,0.07141086495469118,0.23861553712874753
0.14285684210526303,0.06666666666666667,0.2714285714285716,0.0666458560948961,0.23721752562751408
0.12244947368421058,0.06666666666666667,0.2714285714285716,0.06215628127323974,0.23589178786901394
0.10204105263157906,0.06666666666666667,0.2714285714285716,0.05810281034530236,0.23436433085840708
0.08163263157894729,0.06666666666666667,0.2714285714285716,0.05412737906150441,0.23315940890865564
0.06122421052631574,0.06666666666666667,0.2714285714285716,0.05002800246054391,0.23233203636124355
0.04081684210526307,0.06666666666666667,0.2714285714285716,0.04599289380181604,0.2316071415087521
0.020408421052631548,0.06666666666666667,0.2714285714285716,0.042618826834620295,0.2307301481827469
0.0,0.06666666666666667,0.2714285714285716,0.039882848722445005,0.2294540312028399
0.2631578947368421,0.06666666666666667,1.0,0.01614043463491202,0.24278260381799519
0.2631578947368421,0.06666666666666667,0.9795918428571428,0.01613584406760983,0.24284301172236955
0.2631578947368421,0.06666666666666667,0.9591836714285717,0.01613584406760983,0.24295088298018075
0.2631578947368421,0.06666666666666667,0.9387755142857142,0.01614502520221446,0.24302099929775803
0.2631578947368421,0.06666666666666667,0.918367342857143,0.01613125350030739,0.24327557546619266
0.2631578947368421,0.06666666666666667,0.8979591857142855,0.015107556991893006,0.2446584849913326
0.2631578947368421,0.06666666666666667,0.8775510142857144,0.015121328693799813,0.24470271220703518
0.2631578947368421,0.06666666666666667,0.8571428571428575,0.016163387471423707,0.24504466409429665
0.2631578947368421,0.06666666666666667,0.8367346999999999,0.016186340307935143,0.2450489789446091
0.2631578947368421,0.06666666666666667,0.8163265285714288,0.016218474279051445,0.2450630022081246
0.2631578947368421,0.06666666666666667,0.7959183714285712,0.016406687538445847,0.2448278428660962
0.2631578947368421,0.06666666666666667,0.7755102000000001,0.014584232319429971,0.24342659522712817
0.2631578947368421,0.06666666666666667,0.7551020428571424,0.014625547425150653,0.2434492481912686
0.2631578947368421,0.06666666666666667,0.7346938714285715,0.014657681396266956,0.24347082244283097
0.2631578947368421,0.06666666666666667,0.7142857142857146,0.014717358771196884,0.24344493334095627
0.2631578947368421,0.06666666666666667,0.693877557142857,0.014772445578824622,0.24347297986798702
0.2631578947368421,0.06666666666666667,0.6734693857142859,0.01484130408835918,0.24349671154470545
0.2631578947368421,0.06666666666666667,0.6530612285714283,0.014923934299800795,0.2435333877723614
0.2631578947368421,0.06666666666666667,0.6326530571428572,0.01740284064304662,0.2465915379313097
