Name,Value,+/-Error
Qall (kW),85.5042,0.0
Qcos (kW),0.0212905458,3.73796146014e-05
Qshad (kW),5.73817,0.0676543
Qfield_abs (kW),7.97447394542,0.00676543103263
Qblcok (kW),2.51726550878,0.0950066056001
Qatm (kW),0.0,0.0
Qspil (kW),0.0,0.0
Qrefl (kW),0.0,0.103138736525
Qabs (kW),69.253,0.0729301
rays,100000.0,-
