Name,Value,+/-Error
Qall (kW),68.2506,0.0
Qcos (kW),3.4446760326,0.000460101864816
Qshad (kW),0.000648303,0.0006483
Qfield_abs (kW),6.48052756644,7.94975858757e-05
Qblcok (kW),2.15424809796,0.0348126531199
Qatm (kW),0.0,0.0
Qspil (kW),0.0,0.0
Qrefl (kW),0.0,0.0492221273025
Qabs (kW),56.1705,0.0348053
rays,100000.0,-
