P_net,T_in_ref_blk,p_high,PR,pinch_PHX,dTemp_HTF_PHX,load,T_HTF_in,T_amb_input,eta_gross,eta_Q,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.517839,1013.037529,308.439898,0.442995,0.563045,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.788778,970.086198,314.064413,0.439854,0.707293,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.904051,992.032682,305.668781,0.487489,0.868878,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.451281,943.821649,273.497855,0.506333,0.921495,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.677515,996.717907,258.498825,0.489817,0.687501,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.981596,980.764479,287.188393,0.511225,0.929874,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.285597,945.900366,275.256403,0.505616,0.919670,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.474833,995.025881,272.428251,0.441532,0.477683,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.507417,966.140517,300.842527,0.424350,0.446873,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.459684,998.575953,317.102189,0.455611,0.721467,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.014455,961.962524,319.243420,0.420279,0.666016,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.872365,946.398928,260.322174,0.485412,0.687657,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.852319,1012.426980,311.062176,0.472860,0.794506,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.802755,989.626851,267.714449,0.505184,0.792199,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.627360,963.454074,311.969697,0.423119,0.543915,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.559040,967.034315,263.763973,0.444905,0.491722,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.296564,961.490922,286.563405,0.511384,0.927443,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.664716,964.953912,282.457039,0.468008,0.579697,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.242621,984.631946,287.776563,0.519030,0.936383,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.847421,970.737799,281.134628,0.499838,0.761083,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.397162,971.235815,315.926159,0.448163,0.721274,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.458566,947.457302,321.339141,0.321025,0.363949,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.166954,956.376115,298.263254,0.504926,0.922068,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.548582,998.078648,318.489927,0.399881,0.560075,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.472364,1007.282603,272.025236,0.529363,0.949197,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.915137,957.024533,257.508971,0.496050,0.768848,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.813530,965.448866,269.987924,0.492830,0.712343,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.960391,952.533421,283.878307,0.499380,0.785704,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.160251,987.100085,267.502836,0.520239,0.948459,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.656896,960.807530,253.833422,0.461791,0.560543,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.335275,963.824364,255.618342,0.512909,0.929004,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.351085,990.941168,268.988646,0.522865,0.940644,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.187627,974.626539,294.788667,0.513758,0.930467,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.487375,973.551562,291.933200,0.428510,0.442814,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.721776,1008.961407,319.521666,0.420360,0.664886,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.312884,999.098865,289.963957,0.525093,0.943964,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.215646,978.308631,300.436466,0.509449,0.962812,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.633314,1003.989194,258.119749,0.488123,0.664075,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.448940,1008.149169,253.195071,0.529524,0.949390,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.752910,976.408484,261.288697,0.492540,0.695819,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.431360,969.463377,277.638032,0.515908,0.932375,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.184974,1006.626288,262.508609,0.527656,0.957738,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.251886,955.243780,305.257791,0.487531,0.873499,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.709313,958.658775,301.384546,0.472036,0.600640,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.737178,943.173225,276.901165,0.463219,0.570169,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.441970,957.886931,304.627050,0.492998,0.886863,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.749277,958.241192,266.250012,0.478025,0.630400,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.138859,992.856123,257.176523,0.521723,0.950272,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,1.320749,975.491249,261.834501,0.516990,0.933793,
36666666.666667,993.150000,25000000.000000,-1.000000,-1.000000,-1.000000,0.696940,969.271400,303.012408,0.472585,0.623359,
