deviation_load,deviation_T_in,deviation_T_amb_input,deviation_eta_gross,deviation_eta_Q
0.06000000000000005,-14.720000000000027,2.759999999999991,-0.0013010488133506914,-0.002127588204155151
-0.030000000000000027,5.629999999999882,52.839999999999975,-0.008397562401854852,0.0004156130222535692
0.17000000000000004,-9.950000000000045,46.839999999999975,0.0018282372047357942,0.016479916452212362
-0.1399999999999999,-16.170000000000073,55.73999999999995,-0.0213288360303725,-0.02136699584289281
-0.17999999999999994,-0.6800000000000637,35.21999999999997,-0.017630940756148683,-0.014577310226305817
-0.050000000000000044,-3.4500000000000455,38.95999999999998,-0.012848465756905125,-0.006912632500265525
0.47,16.139999999999873,59.43999999999997,0.07813440761253682,0.06792023179549633
0.51,-15.599999999999909,7.829999999999984,0.0882039959744107,0.06834387756035631
0.06000000000000005,-3.880000000000109,9.089999999999975,0.002819334560120068,0.004656403553637056
0.43000000000000005,-11.289999999999964,-8.410000000000025,0.0528392287693043,0.028481927890474767
-0.20999999999999996,7.069999999999936,2.089999999999975,-0.0074786449032866464,-0.0120091290524178
0.07999999999999996,3.1700000000000728,55.00999999999999,-0.001507371544021252,0.012058496670406371
0.12,3.2899999999999636,56.06999999999999,0.001877775346687982,0.01651120731351352
0.10999999999999999,-12.370000000000118,11.70999999999998,0.0037809196597540784,0.006258743914491216
0.10999999999999999,16.84999999999991,19.689999999999998,0.009587265410817947,0.018938569367770386
0.020000000000000018,16.24000000000001,51.75,-0.0010504770880358505,0.012836915938785776
0.19999999999999996,-7.410000000000082,43.35999999999996,0.005579015714530178,0.01898678651158614
0.050000000000000044,9.889999999999873,-8.560000000000002,0.007449574500714706,0.01240174404044414
-0.25,2.9400000000000546,44.97999999999996,-0.01870952918794977,-0.016429430962773717
0.24,-6.980000000000018,-2.2000000000000455,0.0190765379777717,0.02253921345435661
0.06999999999999995,14.269999999999982,53.849999999999966,0.0017719988587764912,0.01644481568972478
0.06000000000000005,9.420000000000073,30.549999999999955,-0.0006067945688320586,0.0134454798255228
0.19999999999999996,-1.1700000000000728,59.65999999999997,0.0076741925981445025,0.020526124607743168
-0.10000000000000009,15.11999999999989,25.789999999999964,-0.008165747780693566,3.116974316241805e-05
0.21999999999999997,7.329999999999927,1.8199999999999932,0.0217408520770892,0.02475299028971778
-0.15999999999999992,13.960000000000036,1.3599999999999568,-0.003118422123333575,-0.005071543616874674
0.030000000000000027,-1.6100000000001273,7.779999999999973,0.0014368222193935631,0.0023652297668655953
0.38,18.289999999999964,27.69999999999999,0.043209990945520804,0.026986996311473166
0.10999999999999999,18.00999999999999,-3.890000000000043,0.01470896766446611,0.019211995274945215
0.24,-12.019999999999982,44.56,0.0084827778383747,0.021141603677170773
0.43000000000000005,-0.7100000000000364,37.549999999999955,0.05029896835537817,0.03793640555167355
0.14,0.25,40.35999999999996,0.0025153464789164914,0.016914076859247396
0.13,-9.730000000000018,47.889999999999986,-0.0020116923993364066,0.011199219030181395
-0.040000000000000036,0.10999999999989996,35.95999999999998,-0.010998358993322577,-0.003907724901127674
0.0,-10.5,46.15999999999997,-0.012497614187458206,-0.0063360655466582205
0.16000000000000003,-8.289999999999964,50.129999999999995,0.0014690635663490714,0.016256163929535328
-0.1100000000000001,-1.0899999999999181,51.379999999999995,-0.014964935275230129,-0.010320099125511462
