hst_idx,area,sample,cos,shade,incoming,in-mat-loss,in-atm-loss,absorbed,abs-mat-loss,abs-atm-loss,vir_incoming,vir_in-mat-loss,vir_in-atm-loss,vir_absorbed,vir_abs-mat-loss,vir_abs-atm-loss,,,total,cos,shad,hst_abs,block,atm,spil,rec_refl,rec_abs
0,100.004,100000,0.72776,18.8449,29266.0,3251.78,0.0,29266.0,3251.78,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-,-,47941.233981678015,13051.521539172025,18.8449,3487.0867542505985,2119.7807882553934,-1.0,-1.0,0.0,29266.0
